Ano,Municipio_COD-IBGE,Municipio_Nome,UF,Quantidade_Acidentes_com_CAT_Tipicos,Quantidade_Acidentes_com_CAT_Trajeto,Quantidade_Acidentes_com_CAT_Doenca_Profissional,Quantidade_Obitos,Quantidade_Acidentes_Sem_CAT
2003,110000,IGNORADO RONDONIA,RO,0,0,0,0,0
2003,110001,ALTA FLORESTA D OESTE,RO,15,1,0,1,0
2003,110002,ARIQUEMES,RO,162,22,2,4,0
2003,110003,CABIXI,RO,7,0,1,0,0
2003,110004,CACOAL,RO,241,40,13,5,0
2003,110005,CEREJEIRAS,RO,27,1,0,1,0
2003,110006,COLORADO DO OESTE,RO,40,3,0,1,0
2003,110007,CORUMBIARA,RO,15,3,0,0,0
2003,110008,COSTA MARQUES,RO,4,0,0,0,0
2003,110009,ESPIGAO D OESTE,RO,22,2,2,1,0
2003,110010,GUAJARA-MIRIM,RO,3,2,0,0,0
2003,110011,JARU,RO,74,13,0,3,0
2003,110012,JI-PARANA,RO,213,36,4,1,0
2003,110013,MACHADINHO D OESTE,RO,11,2,0,2,0
2003,110014,NOVA BRASILANDIA D OESTE,RO,9,1,0,1,0
2003,110015,OURO PRETO DO OESTE,RO,28,7,1,2,0
2003,110018,PIMENTA BUENO,RO,70,11,1,4,0
2003,110020,PORTO VELHO,RO,325,80,36,3,0
2003,110025,PRESIDENTE MEDICI,RO,31,4,0,0,0
2003,110026,RIO CRESPO,RO,3,0,0,0,0
2003,110028,ROLIM DE MOURA,RO,66,15,0,0,0
2003,110029,SANTA LUZIA D OESTE,RO,3,4,0,1,0
2003,110030,VILHENA,RO,146,17,13,8,0
2003,110032,SAO MIGUEL DO GUAPORE,RO,7,1,0,1,0
2003,110033,NOVA MAMORE,RO,18,0,0,1,0
2003,110034,ALVORADA D OESTE,RO,9,5,0,0,0
2003,110037,ALTO ALEGRE DOS PARECIS,RO,8,1,1,0,0
2003,110040,ALTO PARAISO,RO,9,1,0,1,0
2003,110045,BURITIS,RO,20,3,0,0,0
2003,110050,NOVO HORIZONTE DO OESTE,RO,7,0,0,0,0
2003,110060,CACAULANDIA,RO,6,0,0,0,0
2003,110070,CAMPO NOVO DE RONDONIA,RO,3,1,0,0,0
2003,110080,CANDEIAS DO JAMARI,RO,4,2,0,0,0
2003,110090,CASTANHEIRAS,RO,4,0,0,0,0
2003,110092,CHUPINGUAIA,RO,9,0,0,2,0
2003,110094,CUJUBIM,RO,12,0,0,0,0
2003,110100,GOVERNADOR JORGE TEIXEIRA,RO,2,0,0,0,0
2003,110110,ITAPUA DO OESTE,RO,3,1,0,1,0
2003,110120,MINISTRO ANDREAZZA,RO,9,0,0,0,0
2003,110130,MIRANTE DA SERRA,RO,4,0,0,0,0
2003,110140,MONTE NEGRO,RO,11,2,0,0,0
2003,110143,NOVA UNIAO,RO,0,0,0,0,0
2003,110145,PARECIS,RO,4,0,0,0,0
2003,110146,PIMENTEIRAS DO OESTE,RO,5,0,0,0,0
2003,110147,PRIMAVERA DE RONDONIA,RO,4,0,0,0,0
2003,110148,SAO FELIPE D OESTE,RO,1,0,0,0,0
2003,110149,SAO FRANCISCO DO GUAPORE,RO,19,1,0,0,0
2003,110150,SERINGUEIRAS,RO,14,3,0,0,0
2003,110155,TEIXEIROPOLIS,RO,2,0,0,0,0
2003,110160,THEOBROMA,RO,7,2,0,0,0
2003,110170,URUPA,RO,0,1,0,0,0
2003,110175,VALE DO ANARI,RO,2,0,0,1,0
2003,110180,VALE DO PARAISO,RO,0,0,0,0,0
2003,120000,IGNORADO ACRE,AC,0,0,0,2,0
2003,120001,ACRELANDIA,AC,0,0,0,0,0
2003,120005,ASSIS BRASIL,AC,1,0,0,0,0
2003,120010,BRASILEIA,AC,1,0,1,0,0
